Species;Order;Life_Expectancy;Body_Mass;RDI;N_Death;Necropsy_Effort;Animal;Vertebrate;Invertebrate;Herptile;Mammal;Group;Occurence;Proportion;Prevalence
Procyon_lotor;Carnivora;4680.910349;6.684346927;99;448;0.220982143;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;All Organs;7;NA;0.015625
Procyon_lotor;Carnivora;4680.910349;6.684346927;99;448;0.220982143;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Diaphragm;0;0;0
Procyon_lotor;Carnivora;4680.910349;6.684346927;99;448;0.220982143;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Exocrine system;0;0;0
Procyon_lotor;Carnivora;4680.910349;6.684346927;99;448;0.220982143;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Nervous system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.001650165
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;1;1;0.001650165
Pteropus_rodricensis;Chiroptera;3736.255142;0.353684613;177;606;0.292079208;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Bone;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Skin;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Fat tissues;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Lymphatic system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Endocrine system;1;0.25;0.005263158
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Nervous system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Exocrine system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Digestive system;3;0.75;0.015789474
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Respiratory system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Circulatory system;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Diaphragm;0;0;0
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;All Organs;3;NA;0.015789474
Puma_concolor;Carnivora;5038.447528;50.94219561;86;190;0.452631579;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Primary or secondary food item;Uro-genital system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;0;NA;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Rangifer_tarandus;Artiodactyla;3224.091233;107.4235735;150;325;0.461538462;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.004444444
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;NA;0
Rucervus_duvaucelii;Artiodactyla;3480.599697;137.9537845;85;225;0.377777778;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;NA;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Bone;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;2;NA;0.004514673
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;1;0.5;0.002257336
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Skin;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;1;0.5;0.002257336
Rucervus_eldii;Artiodactyla;3362.591902;86.49935182;153;443;0.34537246;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Exocrine system;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Diaphragm;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Respiratory system;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Bone;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Fat tissues;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Circulatory system;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Skin;1;0.066666667;0.00102145
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Lymphatic system;2;0.133333333;0.002042901
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Uro-genital system;0;0;0
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Nervous system;5;0.333333333;0.005107252
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;All Organs;14;NA;0.014300306
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Digestive system;6;0.4;0.006128703
Saguinus_oedipus;Primates;4331.193779;0.566816964;261;979;0.26659857;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Endocrine system;1;0.066666667;0.00102145
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;1;1;0.001605136
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;1;NA;0.001605136
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Saimiri_boliviensis;Primates;4879.110141;0.935348808;213;623;0.341894061;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;3;NA;0.005309735
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;2;0.285714286;0.003539823
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;2;0.285714286;0.003539823
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;1;0.142857143;0.001769912
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;1;0.142857143;0.001769912
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;1;0.142857143;0.001769912
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;0;0;0
Saimiri_sciureus;Primates;6216.015657;0.922537462;151;565;0.267256637;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;0;0;0
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Diaphragm;0;0;0
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Skin;2;0.125;0.003294893
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Fat tissues;0;0;0
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Bone;0;0;0
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Circulatory system;1;0.0625;0.001647446
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Digestive system;2;0.125;0.003294893
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Respiratory system;1;0.0625;0.001647446
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Uro-genital system;3;0.1875;0.004942339
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Exocrine system;0;0;0
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Endocrine system;1;0.0625;0.001647446
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Lymphatic system;5;0.3125;0.008237232
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;Nervous system;1;0.0625;0.001647446
Sarcophilus_harrisii;Dasyuromorphia;2056.219222;8;78;607;0.128500824;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Primary or secondary food item;All Organs;13;NA;0.021416804
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Nervous system;1;0.03030303;0.000341997
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Respiratory system;8;0.242424242;0.002735978
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Uro-genital system;3;0.090909091;0.001025992
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Digestive system;16;0.484848485;0.005471956
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Circulatory system;1;0.03030303;0.000341997
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Bone;1;0.03030303;0.000341997
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Exocrine system;0;0;0
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Skin;3;0.090909091;0.001025992
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Lymphatic system;0;0;0
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;All Organs;27;NA;0.009233926
Suricata_suricatta;Carnivora;3301.400271;1.04116378;777;2924;0.265731874;Primary or secondary food item;Primary or secondary food item;Primary or secondary food item;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Lymphatic system;1;1;0.001879699
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;All Organs;1;NA;0.001879699
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Diaphragm;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Endocrine system;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Fat tissues;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Circulatory system;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Digestive system;0;0;0
Tragelaphus_angasii;Artiodactyla;2740.084707;79.01699454;152;532;0.285714286;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Rarely or Never;Nervous system;0;0;0
